id_tmdb,title,tmdb_title,release_date,release_year,release_month,release_quarter,release_period,is_summer_release,is_holiday_release,director_name,top_billed_cast,production_company_names,main_production_company,production_company_count,cast_member_count,tmdb_fetch_status,tmdb_http_status,tmdb_error
1894,Star Wars: Episode II - Attack of the Clones,Star Wars: Episode II - Attack of the Clones,2002-05-15,2002,5,Q2,outono,1,0,George Lucas,Hayden Christensen|Ewan McGregor|Natalie Portman,Lucasfilm Ltd.,Lucasfilm Ltd.,1,101,ok,200,
1895,Star Wars: Episode III - Revenge of the Sith,Star Wars: Episode III - Revenge of the Sith,2005-05-17,2005,5,Q2,outono,1,0,George Lucas,Hayden Christensen|Ewan McGregor|Natalie Portman,Lucasfilm Ltd.,Lucasfilm Ltd.,1,111,ok,200,
1900,Traffic,Traffic,2000-12-27,2000,12,Q4,verao,0,1,Steven Soderbergh,Michael Douglas|Benicio del Toro|Catherine Zeta-Jones,USA Films|Initial Entertainment Group|Bedford Falls Productions|Laura Bickford Productions|Compulsion Inc.,USA Films,5,139,ok,200,
1902,Abre los ojos,Open Your Eyes,1997-12-19,1997,12,Q4,verao,0,1,Alejandro Amenábar,Eduardo Noriega|Penélope Cruz|Chete Lera,Sogetel|Las Producciones del Escorpión|Les Films Alain Sarde|Lucky Red,Sogetel,4,22,ok,200,
1903,Vanilla Sky,Vanilla Sky,2001-12-14,2001,12,Q4,verao,0,1,Cameron Crowe,Tom Cruise|Penélope Cruz|Cameron Diaz,Paramount Pictures|Cruise/Wagner Productions|Vinyl Films|Sogecine|Summit Entertainment|Artisan Entertainment,Paramount Pictures,6,91,ok,200,
1904,Memoirs of a Geisha,Memoirs of a Geisha,2005-12-06,2005,12,Q4,verao,0,1,Rob Marshall,Zhang Ziyi|Gong Li|Michelle Yeoh,Columbia Pictures|DreamWorks Pictures|Spyglass Entertainment|Amblin Entertainment|Red Wagon Entertainment,Columbia Pictures,5,132,ok,200,
1907,The Beach,The Beach,2000-02-03,2000,2,Q1,verao,0,0,Danny Boyle,Leonardo DiCaprio|Virginie Ledoyen|Guillaume Canet,Figment Films,Figment Films,1,47,ok,200,
1908,Inherit the Wind,Inherit the Wind,1960-07-07,1960,7,Q3,inverno,1,0,Stanley Kramer,Spencer Tracy|Fredric March|Gene Kelly,Stanley Kramer Productions|United Artists,Stanley Kramer Productions,2,86,ok,200,
1909,Don Juan DeMarco,Don Juan DeMarco,1994-10-12,1994,10,Q4,primavera,0,0,Jeremy Leven,Johnny Depp|Marlon Brando|Faye Dunaway,American Zoetrope|New Line Cinema|Juno Pix|Outlaw Productions,American Zoetrope,4,19,ok,200,
1911,The 13th Warrior,The 13th Warrior,1999-08-13,1999,8,Q3,inverno,1,0,John McTiernan,Antonio Banderas|Diane Venora|Dennis Storhøi,Touchstone Pictures|Crichton/McTiernan Productions,Touchstone Pictures,2,53,ok,200,
1913,Mar adentro,The Sea Inside,2004-09-03,2004,9,Q3,primavera,0,0,Alejandro Amenábar,Javier Bardem|Belén Rueda|Lola Dueñas,Sogecine|Himenóptero|UGC|Eyescreen,Sogecine,4,23,ok,200,
1921,Sweet November,Sweet November,2001-02-16,2001,2,Q1,verao,0,0,Pat O'Connor,Keanu Reeves|Charlize Theron|Jason Isaacs,Bel Air Entertainment|Warner Bros. Pictures|3 Arts Entertainment,Bel Air Entertainment,3,19,ok,200,
1923,Twin Peaks: Fire Walk with Me,Twin Peaks: Fire Walk with Me,1992-06-03,1992,6,Q2,inverno,1,0,David Lynch,Sheryl Lee|Ray Wise|Mädchen Amick,CiBy Pictures|Twin Peaks Productions,CiBy Pictures,2,66,ok,200,
1924,Superman,Superman,1978-12-14,1978,12,Q4,verao,0,1,Richard Donner,Christopher Reeve|Margot Kidder|Gene Hackman,Dovemead Films|Alexander and Ilya Salkind Productions|International Film Production,Dovemead Films,3,90,ok,200,
1927,Hulk,Hulk,2003-06-19,2003,6,Q2,inverno,1,0,Ang Lee,Eric Bana|Jennifer Connelly|Sam Elliott,Marvel Enterprises|Universal Pictures|Good Machine|Valhalla Motion Pictures,Marvel Enterprises,4,58,ok,200,
1930,The Amazing Spider-Man,The Amazing Spider-Man,2012-06-23,2012,6,Q2,inverno,1,0,Marc Webb,Andrew Garfield|Emma Stone|Rhys Ifans,Marvel Entertainment|Laura Ziskin Productions|Columbia Pictures|Matt Tolmach Productions|Arad Productions,Marvel Entertainment,5,53,ok,200,
1931,Stomp the Yard,Stomp the Yard,2007-05-16,2007,5,Q2,outono,1,0,Sylvain White,Columbus Short|Meagan Good|Ne-Yo,Screen Gems|Rainforest Entertainment,Screen Gems,2,20,ok,200,
1933,The Others,The Others,2001-08-02,2001,8,Q3,inverno,1,0,Alejandro Amenábar,Nicole Kidman|Alakina Mann|James Bentley,Cruise/Wagner Productions|Sogecine|Las Producciones del Escorpión,Cruise/Wagner Productions,3,14,ok,200,
1934,Shakespeare in Love,Shakespeare in Love,1998-12-11,1998,12,Q4,verao,0,1,John Madden,Joseph Fiennes|Gwyneth Paltrow|Geoffrey Rush,Miramax|Universal Pictures|Bedford Falls Productions,Miramax,3,49,ok,200,
1936,River of No Return,River of No Return,1954-04-30,1954,4,Q2,outono,0,0,Otto Preminger,Robert Mitchum|Marilyn Monroe|Rory Calhoun,20th Century Fox,20th Century Fox,1,62,ok,200,
1939,Laura,Laura,1944-10-11,1944,10,Q4,primavera,0,0,Otto Preminger,Dana Andrews|Gene Tierney|Clifton Webb,20th Century Fox,20th Century Fox,1,43,ok,200,
1945,Nell,Nell,1994-12-23,1994,12,Q4,verao,0,1,Michael Apted,Jodie Foster|Liam Neeson|Natasha Richardson,Egg Pictures|PolyGram Filmed Entertainment,Egg Pictures,2,26,ok,200,
1946,eXistenZ,eXistenZ,1999-04-14,1999,4,Q2,outono,0,0,David Cronenberg,Jennifer Jason Leigh|Jude Law|Ian Holm,Alliance Atlantis|Serendipity Point Films|Natural Nylon Entertainment,Alliance Atlantis,3,17,ok,200,
1947,An Unfinished Life,An Unfinished Life,2005-09-09,2005,9,Q3,primavera,0,0,Lasse Hallström,Robert Redford|Jennifer Lopez|Morgan Freeman,Miramax|Revolution Studios|Initial Entertainment Group|The Ladd Company|Kalis Productions GmbH & Co. Zweite KG|Persistent Entertainment|Unfinished Films,Miramax,7,26,ok,200,
1948,Crank,Crank,2006-08-31,2006,8,Q3,inverno,1,0,Brian Taylor,Jason Statham|Amy Smart|Jose Pablo Cantillo,Lakeshore Entertainment|RadicalMedia|GreeneStreet Films|Lionsgate,Lakeshore Entertainment,4,57,ok,200,
1949,Zodiac,Zodiac,2007-03-02,2007,3,Q1,outono,0,0,David Fincher,Jake Gyllenhaal|Mark Ruffalo|Anthony Edwards,Paramount Pictures|Warner Bros. Pictures|Phoenix Pictures,Paramount Pictures,3,101,ok,200,
1951,Manderlay,Manderlay,2005-06-03,2005,6,Q2,inverno,1,0,Lars von Trier,Bryce Dallas Howard|Isaach de Bankolé|Danny Glover,Zentropa Entertainments|Isabella Films B.V.|Pain Unlimited Filmproduktion|Manderlay|Sigma Films|Memfis Film|Ognon Pictures|Film i Väst|DR|ARTE France Cinéma|SVT|WDR|ARTE|NPS|YLE,Zentropa Entertainments,15,43,ok,200,
1954,The Butterfly Effect,The Butterfly Effect,2004-01-17,2004,1,Q1,verao,0,0,Eric Bress,Ashton Kutcher|Amy Smart|Melora Walters,FilmEngine|Katalyst Films|BenderSpink|New Line Cinema,FilmEngine,4,55,ok,200,
1955,The Elephant Man,The Elephant Man,1980-10-09,1980,10,Q4,primavera,0,0,David Lynch,Anthony Hopkins|John Hurt|Anne Bancroft,Brooksfilms,Brooksfilms,1,83,ok,200,
1956,Gerry,Gerry,2002-09-20,2002,9,Q3,primavera,0,0,Gus Van Sant,Casey Affleck|Matt Damon,My Cactus|Epsilon Motion Pictures|Tango Films,My Cactus,3,2,ok,200,
1957,Enough,Enough,2002-05-21,2002,5,Q2,outono,1,0,Michael Apted,Jennifer Lopez|Billy Campbell|Tessa Allen,Winkler Films,Winkler Films,1,39,ok,200,
1958,8 femmes,8 Women,2002-02-06,2002,2,Q1,verao,0,0,François Ozon,Catherine Deneuve|Isabelle Huppert|Fanny Ardant,Fidélité Productions|France 2 Cinéma|Mars Films|BiM Distribuzione,Fidélité Productions,4,9,ok,200,
1961,My Name Is Bruce,My Name Is Bruce,2007-10-01,2007,10,Q4,primavera,0,0,Bruce Campbell,Bruce Campbell|Taylor Sharpe|Grace Thorsen,Dark Horse Entertainment|Image Entertainment,Dark Horse Entertainment,2,52,ok,200,
1965,A Perfect Murder,A Perfect Murder,1998-06-05,1998,6,Q2,inverno,1,0,Andrew Davis,Michael Douglas|Gwyneth Paltrow|Viggo Mortensen,Kopelson Entertainment|Warner Bros. Pictures,Kopelson Entertainment,2,67,ok,200,
1966,Alexander,Alexander,2004-11-21,2004,11,Q4,primavera,0,1,Oliver Stone,Colin Farrell|Angelina Jolie|Val Kilmer,Intermedia Films|IMF Internationale Medien und Film 3 & Produktions|Gordian Productions|The Great Filmproductie|Cecchi Gori Group|Renn Productions|Pathé|Warner Bros. Pictures,Intermedia Films,8,84,ok,200,
1968,Fools Rush In,Fools Rush In,1997-02-14,1997,2,Q1,verao,0,0,Andy Tennant,Matthew Perry|Salma Hayek Pinault|Jon Tenney,Columbia Pictures,Columbia Pictures,1,43,ok,200,
1969,Bandidas,Bandidas,2006-01-18,2006,1,Q1,verao,0,0,Joachim Rønning,Penélope Cruz|Salma Hayek Pinault|Steve Zahn,A.J.O.Z. Films|Ultra Films|EuropaCorp|TF1 Films Production,A.J.O.Z. Films,4,19,ok,200,
1970,The Grudge,The Grudge,2004-10-22,2004,10,Q4,primavera,0,0,Takashi Shimizu,Sarah Michelle Gellar|Jason Behr|Takako Fuji,Ghost House Pictures,Ghost House Pictures,1,24,ok,200,
1975,The Grudge 2,The Grudge 2,2006-10-12,2006,10,Q4,primavera,0,0,Takashi Shimizu,Amber Tamblyn|Edison Chen|Takako Fuji,Ghost House Pictures|Columbia Pictures|Mandate International,Ghost House Pictures,3,35,ok,200,
1977,The Grudge 3,The Grudge 3,2009-05-12,2009,5,Q2,outono,1,0,Toby Wilkins,Johanna Braddy|Emi Ikehata|Jadie-Rose Hobson,Stage 6 Films|Ghost House Pictures,Stage 6 Films,2,18,ok,200,
1978,Stage Fright,Stage Fright,1950-02-23,1950,2,Q1,verao,0,0,Alfred Hitchcock,Jane Wyman|Marlene Dietrich|Michael Wilding,Warner Bros. Pictures|Transatlantic Pictures,Warner Bros. Pictures,2,57,ok,200,
1979,Fantastic Four: Rise of the Silver Surfer,Fantastic Four: Rise of the Silver Surfer,2007-06-13,2007,6,Q2,inverno,1,0,Tim Story,Ioan Gruffudd|Jessica Alba|Chris Evans,1492 Pictures|Bernd Eichinger Productions|20th Century Fox|Constantin Film|Marvel Studios|Ingenious Film Partners,1492 Pictures,6,35,ok,200,
1985,The Constant Gardener,The Constant Gardener,2005-08-31,2005,8,Q3,inverno,1,0,Fernando Meirelles,Ralph Fiennes|Rachel Weisz|Danny Huston,Scion Films|Studio Babelsberg|Epsilon Motion Pictures|UK Film Council|Potboiler Productions|Blue Sky Africa,Scion Films,6,51,ok,200,
1988,A Mighty Heart,A Mighty Heart,2007-06-22,2007,6,Q2,inverno,1,0,Michael Winterbottom,Angelina Jolie|Dan Futterman|Irrfan Khan,Plan B Entertainment|Revolution Films|Paramount Vantage,Plan B Entertainment,3,21,ok,200,
1989,藍莓之夜,My Blueberry Nights,2007-11-28,2007,11,Q4,primavera,0,1,Wong Kar-Wai,Norah Jones|Jude Law|David Strathairn,Block 2 Pictures|StudioCanal|Jet Tone Production,Block 2 Pictures,3,32,ok,200,
1990,Paranoid Park,Paranoid Park,2007-07-12,2007,7,Q3,inverno,1,0,Gus Van Sant,Gabe Nevins|Dan Liu|Jake Miller,MK2 Films|Meno Film Company,MK2 Films,2,53,ok,200,
1991,Death Proof,Death Proof,2007-05-22,2007,5,Q2,outono,1,0,Quentin Tarantino,Kurt Russell|Zoë Bell|Rosario Dawson,Dimension Films|Troublemaker Studios,Dimension Films,2,35,ok,200,
1992,Planet Terror,Planet Terror,2007-04-06,2007,4,Q2,outono,0,0,Robert Rodriguez,Rose McGowan|Freddy Rodríguez|Marley Shelton,Dimension Films|Troublemaker Studios|Rodriguez International Pictures,Dimension Films,3,33,ok,200,
1995,Lara Croft: Tomb Raider,Lara Croft: Tomb Raider,2001-06-15,2001,6,Q2,inverno,1,0,Simon West,Angelina Jolie|Iain Glen|Daniel Craig,Paramount Pictures|Mutual Film Company|Lawrence Gordon Productions|Eidos Films,Paramount Pictures,4,32,ok,200,
1996,Lara Croft: Tomb Raider - The Cradle of Life,Lara Croft: Tomb Raider - The Cradle of Life,2003-07-21,2003,7,Q3,inverno,1,0,Jan de Bont,Angelina Jolie|Gerard Butler|Ciarán Hinds,Paramount Pictures|Mutual Film Company|Lawrence Gordon Productions|Eidos Films|October Pictures|BBC Film|Tele München|TOHO,Paramount Pictures,8,48,ok,200,
1997,Deux Frères,Two Brothers,2004-04-07,2004,4,Q2,outono,0,0,Jean-Jacques Annaud,Guy Pearce|Jean-Claude Dreyfus|Freddie Highmore,Pathé Renn Productions|Two Brothers Productions|TF1 Films Production,Pathé Renn Productions,3,38,ok,200,
1999,In the Bedroom,In the Bedroom,2001-11-23,2001,11,Q4,primavera,0,1,Todd Field,Tom Wilkinson|Sissy Spacek|Nick Stahl,Good Machine|GreeneStreet Films|Standard Film Company,Good Machine,3,76,ok,200,
2000,"Aguirre, der Zorn Gottes","Aguirre, the Wrath of God",1972-12-29,1972,12,Q4,verao,0,1,Werner Herzog,Klaus Kinski|Helena Rojo|Del Negro,Werner Herzog Filmproduktion|HR,Werner Herzog Filmproduktion,2,27,ok,200,
2001,We Own the Night,We Own the Night,2007-10-12,2007,10,Q4,primavera,0,0,James Gray,Joaquin Phoenix|Mark Wahlberg|Eva Mendes,2929 Productions|Nick Wechsler Productions,2929 Productions,2,81,ok,200,
2005,Sister Act,Sister Act,1992-05-28,1992,5,Q2,outono,1,0,Emile Ardolino,Whoopi Goldberg|Maggie Smith|Kathy Najimy,Touchstone Pictures|Touchwood Pacific Partners 1,Touchstone Pictures,2,33,ok,200,
2007,Lorenzo's Oil,Lorenzo's Oil,1992-12-30,1992,12,Q4,verao,0,1,George Miller,Nick Nolte|Susan Sarandon|Peter Ustinov,Kennedy Miller Productions,Kennedy Miller Productions,1,35,ok,200,
2009,"4 luni, 3 săptămîni și 2 zile","4 Months, 3 Weeks and 2 Days",2007-08-24,2007,8,Q3,inverno,1,0,Cristian Mungiu,Anamaria Marinca|Laura Vasiliu|Vlad Ivanov,Saga Film|Mobra Films|CNC,Saga Film,3,31,ok,200,
2013,Le Scaphandre et le Papillon,The Diving Bell and the Butterfly,2007-05-23,2007,5,Q2,outono,1,0,Julian Schnabel,Mathieu Amalric|Emmanuelle Seigner|Marie-Josée Croze,Pathé Renn Productions|France 3 Cinéma|The Kennedy/Marshall Company,Pathé Renn Productions,3,28,ok,200,
2014,Auf der anderen Seite,The Edge of Heaven,2007-09-27,2007,9,Q3,primavera,0,0,Fatih Akin,Nurgül Yeşilçay|Baki Davrak|Patrycia Ziolkowska,Filmstiftung Nordrhein-Westfalen|Anka Film|Dorje Film|FilmFörderung Hamburg|NDR|Kulturelle Filmförderung Schleswig-Holstein|nordmedia,Filmstiftung Nordrhein-Westfalen,7,43,ok,200,
2015,밀양,Secret Sunshine,2007-05-23,2007,5,Q2,outono,1,0,Lee Chang-dong,Jeon Do-yeon|Song Kang-ho|Jo Young-jin,Cinema Service|Pinehouse Film|CJ Entertainment,Cinema Service,3,20,ok,200,
2016,Indigènes,Days of Glory,2006-09-27,2006,9,Q3,primavera,0,0,Rachid Bouchareb,Jamel Debbouze|Samy Naceri|Roschdy Zem,Tessalit Productions|France 2 Cinéma|France 3 Cinéma|StudioCanal|SCOPE Invest|Tassili Films|Versus Production|Kissfilms|Taza Productions|La Petite Reine,Tessalit Productions,10,18,ok,200,
2018,The Wedding Planner,The Wedding Planner,2001-01-26,2001,1,Q1,verao,0,0,Adam Shankman,Jennifer Lopez|Matthew McConaughey|Justin Chambers,Tapestry Films|Dee Gee Entertainment|IMF|Intermedia Films|Prufrock Pictures|Columbia Pictures|J&M Entertainment,Tapestry Films,7,33,ok,200,
2019,Hard Target,Hard Target,1993-04-27,1993,4,Q2,outono,0,0,John Woo,Jean-Claude Van Damme|Arnold Vosloo|Lance Henriksen,Alphaville Films|Universal Pictures|Renaissance Pictures,Alphaville Films,3,27,ok,200,
2020,The Bachelor,The Bachelor,1999-11-05,1999,11,Q4,primavera,0,1,Gary Sinyor,Chris O'Donnell|Renée Zellweger|Artie Lange,George Street Pictures|New Line Cinema|The Lloyd Segan Company,George Street Pictures,3,68,ok,200,
2022,Mr. Deeds,Mr. Deeds,2002-06-28,2002,6,Q2,inverno,1,0,Steven Brill,Adam Sandler|Winona Ryder|John Turturro,Columbia Pictures|New Line Cinema|Happy Madison Productions|Out of the Blue... Entertainment,Columbia Pictures,4,71,ok,200,
2023,Hidalgo,Hidalgo,2004-02-04,2004,2,Q1,verao,0,0,Joe Johnston,Viggo Mortensen|Zuleikha Robinson|Omar Sharif,Touchstone Pictures|Casey Silver Productions|Dune Films,Touchstone Pictures,3,28,ok,200,
2024,The Patriot,The Patriot,2000-06-28,2000,6,Q2,inverno,1,0,Roland Emmerich,Mel Gibson|Heath Ledger|Joely Richardson,Columbia Pictures|Mutual Film Company|Centropolis Entertainment|Global Medien KG,Columbia Pictures,4,62,ok,200,
2026,Hostage,Hostage,2005-03-10,2005,3,Q1,outono,0,0,Florent-Emilio Siri,Bruce Willis|Ben Foster|Jonathan Tucker,Yari Film Group|Miramax|Cheyenne Enterprises|Stratus Film Co.|Syndicate Films International|Hostage GmbH,Yari Film Group,6,20,ok,200,
2028,Say Anything...,Say Anything...,1989-04-14,1989,4,Q2,outono,0,0,Cameron Crowe,John Cusack|Ione Skye|John Mahoney,Gracie Films|20th Century Fox,Gracie Films,2,36,ok,200,
2034,Training Day,Training Day,2001-10-05,2001,10,Q4,primavera,0,0,Antoine Fuqua,Denzel Washington|Ethan Hawke|Scott Glenn,WV Films II|Village Roadshow Pictures|NPV Entertainment|Warner Bros. Pictures|Outlaw Productions,WV Films II,5,49,ok,200,
2039,Moonstruck,Moonstruck,1987-12-16,1987,12,Q4,verao,0,1,Norman Jewison,Cher|Nicolas Cage|Vincent Gardenia,Star Partners|Metro-Goldwyn-Mayer|Patrick Palmer & Norman Jewison Productions,Star Partners,3,57,ok,200,
2043,Along Came a Spider,Along Came a Spider,2001-04-06,2001,4,Q2,outono,0,0,Lee Tamahori,Morgan Freeman|Monica Potter|Michael Wincott,Paramount Pictures|David Brown Productions|Phase 1 Productions|Revelations Entertainment,Paramount Pictures,4,52,ok,200,
2044,The Lake House,The Lake House,2006-06-16,2006,6,Q2,inverno,1,0,Alejandro Agresti,Keanu Reeves|Sandra Bullock|Christopher Plummer,Vertigo Entertainment,Vertigo Entertainment,1,25,ok,200,
2046,The Gift,The Gift,2000-12-22,2000,12,Q4,verao,0,1,Sam Raimi,Cate Blanchett|Giovanni Ribisi|Keanu Reeves,Lakeshore Entertainment|Alphaville Films|Paramount Classics,Lakeshore Entertainment,3,43,ok,200,
2048,"I, Robot","I, Robot",2004-07-15,2004,7,Q3,inverno,1,0,Alex Proyas,Will Smith|Bridget Moynahan|Alan Tudyk,Davis Entertainment|Laurence Mark Productions|Canlaws Productions|20th Century Fox|Overbrook Entertainment|Mediastream Vierte Film,Davis Entertainment,6,34,ok,200,
2054,Mr. Holland's Opus,Mr. Holland's Opus,1995-12-29,1995,12,Q4,verao,0,1,Stephen Herek,Richard Dreyfuss|Glenne Headly|Jay Thomas,Hollywood Pictures|Interscope Communications|PolyGram Filmed Entertainment|The Charlie Mopic Company,Hollywood Pictures,4,66,ok,200,
2055,Open Range,Open Range,2003-08-11,2003,8,Q3,inverno,1,0,Kevin Costner,Kevin Costner|Robert Duvall|Michael Gambon,Cobalt Media Group|Touchstone Pictures|Beacon Pictures|Tig Productions,Cobalt Media Group,4,29,ok,200,
2056,The Station Agent,The Station Agent,2003-12-05,2003,12,Q4,verao,0,1,Tom McCarthy,Peter Dinklage|Patricia Clarkson|Bobby Cannavale,Next Wednesday Productions|SenArt Films,Next Wednesday Productions,2,21,ok,200,
2057,Original Sin,Original Sin,2001-05-08,2001,5,Q2,outono,1,0,Michael Cristofer,Angelina Jolie|Antonio Banderas|Thomas Jane,Epsilon Motion Pictures|Via Rosa Productions|Di Novi Pictures|Intermedia Films|Metro-Goldwyn-Mayer|Hyde Park Entertainment|UGC Films,Epsilon Motion Pictures,7,17,ok,200,
2059,National Treasure,National Treasure,2004-11-19,2004,11,Q4,primavera,0,1,Jon Turteltaub,Nicolas Cage|Diane Kruger|Justin Bartha,Walt Disney Pictures|Jerry Bruckheimer Films|Saturn Films|Junction Entertainment,Walt Disney Pictures,4,39,ok,200,
2062,Ratatouille,Ratatouille,2007-06-28,2007,6,Q2,inverno,1,0,Brad Bird,Patton Oswalt|Ian Holm|Lou Romano,Pixar,Pixar,1,26,ok,200,
2064,While You Were Sleeping,While You Were Sleeping,1995-04-21,1995,4,Q2,outono,0,0,Jon Turteltaub,Sandra Bullock|Bill Pullman|Peter Gallagher,Caravan Pictures|Hollywood Pictures,Caravan Pictures,2,32,ok,200,
2067,Mission to Mars,Mission to Mars,2000-03-10,2000,3,Q1,outono,0,0,Brian De Palma,Gary Sinise|Tim Robbins|Don Cheadle,Touchstone Pictures|Spyglass Entertainment|The Jacobson Company,Touchstone Pictures,3,33,ok,200,
2069,The Whole Nine Yards,The Whole Nine Yards,2000-02-18,2000,2,Q1,verao,0,0,Jonathan Lynn,Matthew Perry|Bruce Willis|Natasha Henstridge,Rational Packaging|Lansdown Films,Rational Packaging,2,27,ok,200,
2071,Shattered,Shattered,1991-10-11,1991,10,Q4,primavera,0,0,Wolfgang Petersen,Tom Berenger|Bob Hoskins|Greta Scacchi,Palace Pictures|Davis Entertainment|Capella International|MGM-Pathé Communications|Metro-Goldwyn-Mayer,Palace Pictures,5,17,ok,200,
2080,X-Men Origins: Wolverine,X-Men Origins: Wolverine,2009-04-28,2009,4,Q2,outono,0,0,Gavin Hood,Hugh Jackman|Liev Schreiber|Danny Huston,The Donners' Company|Seed Productions|20th Century Fox|Marvel Entertainment|Dune Entertainment,The Donners' Company,5,63,ok,200,
2082,Halloween,Halloween,2007-08-31,2007,8,Q3,inverno,1,0,Rob Zombie,Malcolm McDowell|Sheri Moon Zombie|Tyler Mane,Dimension Films|Nightfall Productions|Spectacle Entertainment Group|Trancas International Films,Dimension Films,4,56,ok,200,
2084,Birthday Girl,Birthday Girl,2001-09-06,2001,9,Q3,primavera,0,0,Jez Butterworth,Nicole Kidman|Ben Chaplin|Vincent Cassel,HAL Films|Film4 Productions,HAL Films,2,22,ok,200,
2085,Romeo Must Die,Romeo Must Die,2000-03-22,2000,3,Q1,outono,0,0,Andrzej Bartkowiak,Jet Li|Aaliyah|Isaiah Washington,Silver Pictures|Warner Bros. Pictures,Silver Pictures,2,50,ok,200,
2086,Nick of Time,Nick of Time,1995-11-22,1995,11,Q4,primavera,0,1,John Badham,Johnny Depp|Courtney Chase|Charles S. Dutton,Paramount Pictures,Paramount Pictures,1,35,ok,200,
2088,Romeo Is Bleeding,Romeo Is Bleeding,1993-09-13,1993,9,Q3,primavera,0,0,Peter Medak,Gary Oldman|Lena Olin|Annabella Sciorra,Hilary Henkin|Working Title Films|PolyGram Filmed Entertainment,Hilary Henkin,3,24,ok,200,
2099,Raw Deal,Raw Deal,1986-06-06,1986,6,Q2,inverno,1,0,John Irvin,Arnold Schwarzenegger|Kathryn Harrold|Sam Wanamaker,DEG|Famous Films Productions|International Film Corporation,DEG,3,63,ok,200,
2100,The Last Castle,The Last Castle,2001-10-19,2001,10,Q4,primavera,0,0,Rod Lurie,Robert Redford|James Gandolfini|Mark Ruffalo,DreamWorks Pictures|Robert Lawrence Productions,DreamWorks Pictures,2,42,ok,200,
2103,Solaris,Solaris,2002-11-27,2002,11,Q4,primavera,0,1,Steven Soderbergh,George Clooney|Natascha McElhone|Viola Davis,20th Century Fox|Lightstorm Entertainment,20th Century Fox,2,18,ok,200,
2105,American Pie,American Pie,1999-07-09,1999,7,Q3,inverno,1,0,Paul Weitz,Jason Biggs|Chris Klein|Thomas Ian Nicholas,Zide-Perry Productions|Universal Pictures,Zide-Perry Productions,2,102,ok,200,
